Word,Concreteness,Brysbaert,Muraki,Glasgow,MRC
the downside,1.36,,1.36,,
the dying seconds,2.3,,2.3,,
the early bird catches the worm,1.69,,1.69,,
the early bird gets the worm,2.1,,2.1,,
the elephant in the room,1.82,,1.82,,
the emperor's new clothes,2.7,,2.7,,
the empty can that makes the most noise,2.4,,2.4,,
the empty chair,3.5,,3.5,,
the end,1.9,,1.9,,
the end all be all,2.55,,2.55,,
the end all-be all,1.9,,1.9,,
the end justifies the means,1.9,,1.9,,
the end of one's rope,1.91,,1.91,,
the end of the line,2.19,,2.19,,
"the end-all, be-all",1.6,,1.6,,
the ends justify the means,1.5,,1.5,,
the ends of the earth,1.7,,1.7,,
the enemy of your enemy is your friend,1.9,,1.9,,
The English are a nation of shopkeepers,1.6,,1.6,,
the exception that proves the rule,2.5,,2.5,,
the exception which proves the rule,2.18,,2.18,,
the extent to which,3.2,,3.2,,
the eye of a needle,2.8,,2.8,,
the eye of the storm,2.6,,2.6,,
the eyes are the window to the soul,2.1,,2.1,,
the f-word,3.1,,3.1,,
the face that launched a thousand ships,1.4,,1.4,,
the fact that,2.0,,2.0,,
the family jewels,3.5,,3.5,,
the fat hit the fire,2.25,,2.25,,
the fat hits the fire,1.3,,1.3,,
the fat is in the fire,2.3,,2.3,,
the fat of the land,1.6,,1.6,,
the female of the species is more deadly then the male,2.53,,2.53,,
the fickle finger of fate,1.4,,1.4,,
the fifth column,3.5,,3.5,,
the fifth estate,2.55,,2.55,,
the final straw,2.3,,2.3,,
the finger,4.73,,4.73,,
the first leg,2.7,,2.7,,
the first pancake is always spoiled,2.0,,2.0,,
the fix is in,1.8,,1.8,,
the floozie in the jacuzzi,2.1,,2.1,,
the fly in the ointment,2.05,,2.05,,
the fog of war,1.55,,1.55,,
the following,2.1,,2.1,,
the foot of our stairs,3.6,,3.6,,
the former,3.1,,3.1,,
the full monty,2.3,,2.3,,
the game is afoot,1.55,,1.55,,
the game is up,2.5,,2.5,,
the glorious twelfth,1.8,,1.8,,
the gloves are off,2.6,,2.6,,
the go-ahead,1.8,,1.8,,
the goat,3.4,,3.4,,
the god squad,1.7,,1.7,,
the going gets rough,1.9,,1.9,,
the going rate,2.3,,2.3,,
the golden rule,2.1,,2.1,,
the good die young,1.83,,1.83,,
the gospel truth,2.0,,2.0,,
the grass is always greener on the other side,1.64,,1.64,,
the grass is always greener on the other side of the fence,2.18,,2.18,,
the grass is greener on the other side of the fence,2.6,,2.6,,
the great one,2.45,,2.45,,
the great white hope,1.93,,1.93,,
the great white north,2.6,,2.6,,
the grim reaper,2.2,,2.2,,
the group of seven,3.9,,3.9,,
the hair of the dog,2.55,,2.55,,
the hair of the dog that bit you,2.5,,2.5,,
the hairy eyeball,2.4,,2.4,,
the hand that rocks the cradle rules the world,2.0,,2.0,,
the handwriting is on the wall,2.9,,2.9,,
the happy few,2.09,,2.09,,
the hard way,1.8,,1.8,,
the heat is on,2.75,,2.75,,
the heebie-jeebies,2.0,,2.0,,
the hell,1.7,,1.7,,
the hell out of,2.4,,2.4,,
the hell you say,1.8,,1.8,,
the holy grail,2.5,,2.5,,
the honeymoon is over,2.4,,2.4,,
the hunchback of notre-dame,3.8,,3.8,,
the husband is always the last to know,2.8,,2.8,,
the icing on the cake,2.6,,2.6,,
the in's and out's,2.18,,2.18,,
the in-crowd,2.27,,2.27,,
the inside story,2.73,,2.73,,
the inside track,3.3,,3.3,,
the jig is up,1.9,,1.9,,
the john,4.09,,4.09,,
the joke is on someone,2.55,,2.55,,
the joke is on you,2.2,,2.2,,
the jury is out,1.8,,1.8,,
the jury is still out,2.2,,2.2,,
the key to success,1.5,,1.5,,
the knock against,2.56,,2.56,,
the laborer is worthy of his hire,2.0,,2.0,,
the lack of,2.59,,2.59,,
the lady doth protest too much,2.12,,2.12,,
the land of nod,2.0,,2.0,,
the lap of luxury,1.55,,1.55,,
the last moment,2.0,,2.0,,
the last of it,2.3,,2.3,,
the last straw,1.91,,1.91,,
the last word,2.4,,2.4,,
the latter,2.86,,2.86,,
the laughing stock,2.3,,2.3,,
the lay of the land,2.11,,2.11,,
the least bit,2.1,,2.1,,
the left hand doesn't know what the right hand is doing,1.55,,1.55,,
the leopard does not change his spots,1.6,,1.6,,
the less said the better,2.7,,2.7,,
the life of reilly,2.4,,2.4,,
the life of riley,2.6,,2.6,,
the life of the party,2.55,,2.55,,
the lights are on but nobody's home,2.42,,2.42,,
the like,2.2,,2.2,,
the likes of,1.82,,1.82,,
the line is busy,2.5,,2.5,,
the lion's share,2.6,,2.6,,
the living daylights,2.4,,2.4,,
the living end,1.8,,1.8,,
the long and short,2.12,,2.12,,
the long and short of it,1.6,,1.6,,
the long and the short of it,1.36,,1.36,,
the long arm of the law,1.56,,1.56,,
the longest journey starts with a single step,2.4,,2.4,,
the loo,4.18,,4.18,,
the lord helps those who help themselves,1.9,,1.9,,
the lord's anointed,2.3,,2.3,,
the lot,3.45,,3.45,,
the love that dare not speak its name,2.0,,2.0,,
the lowdown,1.79,,1.79,,
the luck of the draw,2.06,,2.06,,
the luck of the irish,1.1,,1.1,,
the majority of,2.2,,2.2,,
the makings of,2.75,,2.75,,
the man,3.45,,3.45,,
the man in the middle,2.7,,2.7,,
the man in the moon,2.4,,2.4,,
the means,2.1,,2.1,,
the middleman,2.9,,2.9,,
the mind boggles,1.67,,1.67,,
the minority of,2.6,,2.6,,
the moment everyone has been waiting for,2.5,,2.5,,
the moment of truth,1.9,,1.9,,
the monstrous regiment of women,1.9,,1.9,,
the more the merrier,2.6,,2.6,,
"the more things change, the more they stay the same",1.9,,1.9,,
the most,2.2,,2.2,,
the most important day of life,1.5,,1.5,,
the moving finger writes,2.5,,2.5,,
the mutt's nuts,2.5,,2.5,,
the naked eye,2.7,,2.7,,
the new kid on the block,3.3,,3.3,,
the next big thing,1.64,,1.64,,
the night is young,1.0,,1.0,,
the nitty-gritty,1.27,,1.27,,
the nose knows,1.82,,1.82,,
the nth degree,2.2,,2.2,,
the number of,2.8,,2.8,,
the nuts and bolts,2.65,,2.65,,
the odd,2.82,,2.82,,
the odd one,2.7,,2.7,,
the odds are stacked against,1.8,,1.8,,
the odds-on favorite,1.73,,1.73,,
the old college try,1.5,,1.5,,
the old man,4.08,,4.08,,
the old woman is plucking her goose,2.1,,2.1,,
the once-over,2.18,,2.18,,
the one that got away,2.36,,2.36,,
the opera ain't over till the fat lady sings,1.7,,1.7,,
the order of the boot,2.27,,2.27,,
the other day,2.1,,2.1,,
the other place,2.6,,2.6,,
the other side of the coin,2.55,,2.55,,
the other way around,1.4,,1.4,,
the pants off,2.3,,2.3,,
the party is over,2.3,,2.3,,
the past is slipping by without a trace,1.8,,1.8,,
the pen is mightier than sword,2.45,,2.45,,
the pen is mightier than the sword,1.4,,1.4,,
the penny drops,2.2,,2.2,,
the pick of the litter,2.9,,2.9,,
the picture of health,2.5,,2.5,,
the pill,3.42,,3.42,,
the pit of my stomach,2.1,,2.1,,
the pits,3.1,,3.1,,
the plethora of,3.09,,3.09,,
the plot thickens,1.45,,1.45,,
the point,2.4,,2.4,,
the point of no return,2.4,,2.4,,
the pope's nose,3.85,,3.85,,
the pot calling the kettle black,2.2,,2.2,,
the powers that be,1.4,,1.4,,
the price of liberty is eternal vigilance,1.9,,1.9,,
the price you have to pay,1.9,,1.9,,
the prime of one's life,1.9,,1.9,,
the proof is in the pudding,1.27,,1.27,,
the proof of the pudding is in the eating,3.0,,3.0,,
the quality,2.0,,2.0,,
the quick and the dead,2.4,,2.4,,
the rabbit died,3.3,,3.3,,
the race that stops a nation,1.9,,1.9,,
the real deal,1.67,,1.67,,
The real McCoy,1.7,,1.7,,
the real thing,2.8,,2.8,,
the remainder of,2.91,,2.91,,
the rest is gravy,1.73,,1.73,,
the rest is history,1.6,,1.6,,
the rest of,2.0,,2.0,,
the right stuff,1.3,,1.3,,
the road less travelled,2.2,,2.2,,
the road to hell is paved with good intentions,1.62,,1.62,,
the room is so small you have to go outside turn around,2.4,,2.4,,
the root of the problem,2.0,,2.0,,
the rubber meets the road,2.8,,2.8,,
the runaround,1.58,,1.58,,
the runt of the litter,3.3,,3.3,,
the salt of the earth,1.8,,1.8,,
the same,2.5,,2.5,,
the same old,1.2,,1.2,,
the same thing,3.1,,3.1,,
the school of hard knocks,2.09,,2.09,,
the second time,2.3,,2.3,,
the seven-year itch,1.76,,1.76,,
the shoe is on the other foot,1.82,,1.82,,
the shoemaker always wears the worst shoes,1.45,,1.45,,
the shoemaker's son always goes barefoot,1.6,,1.6,,
the short end of the stick,1.8,,1.8,,
the shot heard 'round the world,1.3,,1.3,,
the sight of,2.18,,2.18,,
the singer not the song,2.6,,2.6,,
the sky is the limit,2.0,,2.0,,
the sky isn't blue,2.1,,2.1,,
the sky will fall on your head,1.3,,1.3,,
the sky's the limit,2.4,,2.4,,
the smallest room in the house,4.0,,4.0,,
the sound of leather on willow,2.2,,2.2,,
the spice of life,2.08,,2.08,,
the spitting image,2.8,,2.8,,
the squeaky wheel gets the grease,1.86,,1.86,,
the squeaky wheel that gets the grease,1.8,,1.8,,
the story goes,2.2,,2.2,,
the straight dope,2.64,,2.64,,
the straight goods,2.0,,2.0,,
the straw that broke the camel's back,1.8,,1.8,,
"the strong, silent type",1.8,,1.8,,
the sweet spot,2.3,,2.3,,
the tail is wagging the dog,2.7,,2.7,,
the tail wagging the dog,2.73,,2.73,,
the take,1.7,,1.7,,
the talk of the town,2.4,,2.4,,
the tender age of,1.5,,1.5,,
the thick plottens,1.5,,1.5,,
the thing is,2.7,,2.7,,
the thing of it,1.8,,1.8,,
the third degree,2.27,,2.27,,
the tide has turned,1.5,,1.5,,
the tide turned,2.2,,2.2,,
the time is ripe,2.3,,2.3,,
the tip of the iceberg,1.9,,1.9,,
the tipping point,1.91,,1.91,,
the toast of the town,2.3,,2.3,,
the tricks of the trade,1.5,,1.5,,
the triumph of hope over experience,1.7,,1.7,,
the truth will out,2.6,,2.6,,
the turn of the century,2.11,,2.11,,
the turning point,1.8,,1.8,,
the underground,3.5,,3.5,,
the unkindest cut of all,1.6,,1.6,,
the upper hand,2.0,,2.0,,
the upshot of,1.8,,1.8,,
the usual,2.27,,2.27,,
the usual suspects,2.6,,2.6,,
the wages of sin is death,1.58,,1.58,,
the walls have ears,2.09,,2.09,,
the way I see it,2.0,,2.0,,
the way of the world,2.27,,2.27,,
the way to a man's heart is through his stomach,1.7,,1.7,,
the way you hold your mouth,3.0,,3.0,,
the weight of the world,1.7,,1.7,,
the wheels fall off,2.4,,2.4,,
the wheels fell off,3.3,,3.3,,
the wheels have come off,2.4,,2.4,,
the whole,3.2,,3.2,,
the whole ball of wax,3.1,,3.1,,
the whole caboodle,1.8,,1.8,,
the whole is greater than the sum of the parts,1.61,,1.61,,
the whole kit and caboodle,2.0,,2.0,,
the whole nine yards,2.55,,2.55,,
the whole shebang,1.8,,1.8,,
the whole shooting match,2.82,,2.82,,
the whole thing,2.82,,2.82,,
the whole time,2.3,,2.3,,
the whole way,2.2,,2.2,,
the whole works,1.9,,1.9,,
the whole world,3.0,,3.0,,
the whole world and his dog,2.7,,2.7,,
the winter of discontent,3.2,,3.2,,
the wolf is at the door,1.2,,1.2,,
the wolf knocking,1.58,,1.58,,
the world is one's oyster,1.5,,1.5,,
the world is your oyster,1.44,,1.44,,
the world over,1.55,,1.55,,
the world revolves around,2.0,,2.0,,
the worse for wear,1.9,,1.9,,
the writing is on the wall,2.3,,2.3,,
the wrong end of the stick,1.82,,1.82,,
the wrong side of the blanket,3.0,,3.0,,
the wrong side of the tracks,2.8,,2.8,,
the year dot,2.4,,2.4,,
the yellow peril,2.36,,2.36,,
theater,4.92,4.92,,,
theater company,4.59,4.59,4.0,,
theater critic,3.7,,3.7,,
theater curtain,3.8,,3.8,,
theater director,4.3,,4.3,,
theater in the round,3.6,,3.6,,
theater light,4.9,,4.9,,
theater nurse,3.8,,3.8,,
theater of the absurd,1.8,,1.8,,
theater prompter,4.2,,4.2,,
theater stage,4.5,,4.5,,
theater ticket,4.18,,4.18,,
theatergoer,3.92,3.92,,,
theatergoing,2.96,2.96,,,
theatre,4.37,,,6.059,
theatric,2.5,2.5,,,
theatrical,2.18,2.18,,3.306,
theatrical agent,3.1,,3.1,,
theatrical production,3.82,,3.82,,
theatrical prop,3.45,,3.45,,
theatrical season,3.2,,3.2,,
theatricality,1.8,1.8,,,
theatrically,2.83,2.83,,,
theatricals,2.92,2.92,,,
theatrics,2.43,2.43,,,
thee,2.54,2.54,,,
theft,2.93,2.93,,,361
their,3.34,3.34,,,257
theirs,2.4,2.4,,,
theism,1.96,1.96,,,
them,3.04,3.04,,,344
them's the breaks,1.6,,1.6,,
them's the facts,2.56,,2.56,,
thematic,2.21,,,2.81,
thematic apperception test,3.3,,3.3,,
thematic role,2.55,,2.55,,
theme,2.72,2.72,,3.188,336
theme music,4.09,,4.09,,
theme park,4.8,4.8,4.27,,
theme party,3.3,,3.3,,
theme pub,2.91,,2.91,,
theme song,4.17,4.17,3.4,,
theme tune,2.9,,2.9,,
themselves,2.93,2.93,,,
then,1.44,1.44,,,190
then again,2.0,,2.0,,
then and there,1.8,,1.8,,
thence,1.36,1.36,,,
thenceforth,1.42,1.42,,,
thenceforward,1.81,1.81,,,
theologian,3.76,3.76,,4.704,475
theological,1.41,1.41,,,
theological system,2.3,,2.3,,
theologically,1.69,1.69,,,
theologize,1.46,1.46,,,
theology,1.93,1.93,,2.5,
theoretic,1.46,1.46,,,
theoretical,1.37,1.37,,2.061,264
theoretical physics,3.0,,3.0,,
theoretical plate,2.6,,2.6,,
theoretically,1.44,1.44,,,
theoretician,3.04,3.04,,,
theorist,2.54,2.54,,,
theorization,1.36,1.36,,,
theorize,1.7,1.7,,,
theorizer,2.54,2.54,,,
theory,1.47,1.47,,2.912,287
theory of evolution,2.6,,2.6,,
theory of gravity,3.06,,3.06,,
theory of knowledge,1.73,,1.73,,
therapeutic,2.23,2.23,,,
therapeutic cloning,3.0,,3.0,,
therapeutic intervention,1.9,,1.9,,
therapeutically,1.85,1.85,,,
therapeutics,2.46,2.46,,,
therapist,4.52,4.52,,5.5,
therapy,2.85,2.85,,3.853,
theravada buddhism,3.36,,3.36,,
there,2.2,2.2,,,216
there and back,1.91,,1.91,,
there and then,2.7,,2.7,,
there are,2.36,,2.36,,
there are more ways of killing a cat than choking it with cream,1.8,,1.8,,
"there are none so blind as those, that will not see",1.45,,1.45,,
there are plenty of fish in the sea,1.3,,1.3,,
there are three kinds of lies,1.6,,1.6,,
there are two sides to every question,2.09,,2.09,,
there are two sides to every story,2.0,,2.0,,
there but for the grace of god go I,2.27,,2.27,,
there for everyone to see,1.92,,1.92,,
there for the taking,2.7,,2.7,,
there is,2.44,,2.44,,
there is a time and a place for everything,1.45,,1.45,,
there is always more fish in the sea,1.4,,1.4,,
there is an exception to every rule,2.27,,2.27,,
there is more than one way to kill a cat,1.3,,1.3,,
there is no alternative,2.8,,2.8,,
there is no excuse for,1.09,,1.09,,
"there is nothing either good or bad, but thinking makes it so",1.2,,1.2,,
there isn't any easy way to say this,2.3,,2.3,,
there ought to be a law,1.8,,1.8,,
there oughta be a law,1.73,,1.73,,
there she blows,2.91,,2.91,,
there there,2.6,,2.6,,
there wasn't a soul,1.82,,1.82,,
there we go,1.8,,1.8,,
there you are,1.77,,1.77,,
there you go,1.82,,1.82,,
there you have it,1.62,,1.62,,
there'll be the devil to pay,1.3,,1.3,,
there's a catch to it,2.9,,2.9,,
there's a grain of truth in every joke,2.7,,2.7,,
there's a sucker born every minute,2.36,,2.36,,
there's a time and a place for everything,1.6,,1.6,,
there's always more fish in the sea,1.64,,1.64,,
there's an exception to every rule,2.5,,2.5,,
there's an r in the month,1.9,,1.9,,
there's been an accident,3.2,,3.2,,
there's honor among thieves,1.82,,1.82,,
there's many a good tune played on an old fiddle,1.6,,1.6,,
there's method in my madness,1.9,,1.9,,
there's more than meets the eye,1.47,,1.47,,
there's more than one way to skin a cat,1.5,,1.5,,
there's more where that came from,2.0,,2.0,,
there's no accounting for taste,2.1,,2.1,,
there's no accounting for tastes,1.8,,1.8,,
there's no fool like an old fool,2.5,,2.5,,
there's no love lost,1.9,,1.9,,
there's no place like home,2.0,,2.0,,
there's no smoke without fire,2.1,,2.1,,
there's no such thing as a free lunch,1.4,,1.4,,
there's no such thing as bad publicity,1.4,,1.4,,
there's no telling,2.1,,2.1,,
there's no time like the present,2.3,,2.3,,
there's no tomorrow,1.37,,1.37,,
there's no two ways about it,2.18,,2.18,,
there's none so blind as those who will not see,2.0,,2.0,,
there's none so deaf as those who will not hear,1.0,,1.0,,
there's not much to choose between them,2.45,,2.45,,
there's nothing to it,1.8,,1.8,,
there's nowt so queer as folk,1.9,,1.9,,
there's one born every minute,2.18,,2.18,,
there's only one,2.09,,2.09,,
there's safety in numbers,2.2,,2.2,,
there's something fishy,1.5,,1.5,,
there's something rotten in the state of denmark,1.7,,1.7,,
"there, there",2.2,,2.2,,
thereabout,1.48,1.48,,,
thereabouts,1.77,1.77,,,
thereafter,1.52,1.52,,,
thereby,1.42,1.42,,,
thereby hangs a tale,1.6,,1.6,,
therefore,1.33,1.33,,,199
therein,1.62,1.62,,,
therein lies the rub,1.9,,1.9,,
thereinafter,1.74,1.74,,,
thereof,1.31,1.31,,,
theres no time to lose,1.7,,1.7,,
therewith,1.83,1.83,,,
thermal,3.21,3.21,,,
thermal blanket,4.7,,4.7,,
thermal cycler,4.25,,4.25,,
thermal emission,4.29,,4.29,,
thermal energy,3.36,,3.36,,
thermal imaging,4.36,,4.36,,
thermal lithosphere,3.1,,3.1,,
thermal printer,4.8,,4.8,,
thermal reactor,4.5,,4.5,,
thermal resistor,4.1,,4.1,,
thermal turbulence,3.1,,3.1,,
thermal underwear,4.9,,4.9,,
thermally,2.82,2.82,,,
thermionic tube,4.4,,4.4,,
thermo,2.68,2.68,,,
thermodynamic,1.93,1.93,,,
thermodynamically,2.2,2.2,,,
thermodynamics,2.74,2.74,,,
thermoelectric,2.75,2.75,,,
thermoelectrically,2.74,2.74,,,
thermoelectricity,2.83,2.83,,,
thermograph,3.67,3.67,,,
thermometer,4.96,4.96,,6.559,612
thermonuclear,2.67,2.67,,,
thermonuclear reaction,4.0,,4.0,,
thermonuclear weapon,4.0,,4.0,,
thermoregulation,2.67,2.67,,,
thermos,4.67,4.67,,,
thermos bottle,4.7,,4.7,,
thermos flask,4.0,,4.0,,
thermostat,4.87,4.87,,,
thermostatic,2.41,2.41,,,
thermostatically,2.0,2.0,,,
thesaurus,4.79,4.79,,6.086,
these,2.03,2.03,,,260
these days,2.2,,2.2,,
these guys,3.6,,3.6,,
these parts,2.6,,2.6,,
theses,2.8,2.8,,,
thesis,3.71,3.71,,,
thespian,3.3,3.3,,,
theta wave,3.0,,3.0,,
they,2.93,2.93,,,316
they couldn't hit an elephant at this distance,2.7,,2.7,,
they say,1.7,,1.7,,
"they that sow the wind, shall reap the whirlwind",1.91,,1.91,,
they're only after one thing,2.09,,2.09,,
thiamine,3.72,3.72,,,
thick,4.0,4.0,,4.471,386
thick and fast,1.82,,1.82,,
thick and thin,3.2,,3.2,,
thick as a brick,2.0,,2.0,,
thick as thieves,2.2,,2.2,,
thick binder,3.4,,3.4,,
thick brush,4.4,,4.4,,
thick fingers,4.1,,4.1,,
thick fog,4.0,,4.0,,
thick forest,4.1,,4.1,,
thick glasses,4.5,,4.5,,
thick hair,3.7,,3.7,,
thick layer,3.36,,3.36,,
thick neck,3.2,,3.2,,
thick of things,2.0,,2.0,,
thick set,2.6,,2.6,,
thick skin,2.3,,2.3,,
thick slices,4.0,,4.0,,
thick voice,3.6,,3.6,,
thick-skinned,2.75,,2.75,,
thicken,3.52,3.52,,,
thickener,3.7,3.7,,,
thickening,3.21,3.21,,,
thicket,4.26,4.26,,5.103,571
thicketed,3.23,3.23,,,
thickheaded,1.96,1.96,,,
thickly,2.75,2.75,,,
thickness,3.37,3.37,,,
thickskulled,2.48,2.48,,,
thief,4.37,4.37,,5.031,519
thief in the night,2.7,,2.7,,
thieve,3.08,3.08,,,
thieve out,2.18,,2.18,,
thievery,3.14,3.14,,,
thieving,2.39,2.39,,,
thievish,1.93,1.93,,,
thievishly,2.19,2.19,,,
thigh,4.9,4.9,,6.375,
thigh bone,4.7,,4.7,,
thigh boot,4.92,,4.92,,
thigh pad,4.8,,4.8,,
thigh-slapper,2.9,,2.9,,
thighbone,4.96,4.96,,,
thighs,4.77,,,6.657,
thimble,5.0,5.0,,6.345,529
thimbleful,3.73,3.73,,,
thin,3.83,3.83,,3.969,392
thin air,1.9,,1.9,,
thin down,1.9,,1.9,,
thin edge of the wedge,2.2,,2.2,,
thin end of the wedge,2.7,,2.7,,
thin film,3.2,,3.2,,
thin ice,3.5,,3.5,,
thin layer,3.36,,3.36,,
thin line,2.4,,2.4,,
thin lips,3.8,,3.8,,
thin man,4.5,,4.5,,
thin on the top,3.7,,3.7,,
thin out,2.69,,2.69,,
thin slices,4.9,,4.9,,
thin strips,3.8,,3.8,,
thin white,2.5,,2.5,,
thin-skinned,1.5,,1.5,,
thing,3.17,3.17,,,350
thing of beauty is a joy forever,1.8,,1.8,,
thing of the past,2.4,,2.4,,
thingamabob,3.08,3.08,,,
thingamajig,2.48,2.48,,,
things are looking up,1.64,,1.64,,
things like that,2.7,,2.7,,
things that go bump in the night,2.0,,2.0,,
thingy,2.5,2.5,,,
think,2.41,2.41,,,346
think a lot of,1.7,,1.7,,
think about,2.3,,2.3,,
think again,1.7,,1.7,,
think ahead,2.6,,2.6,,
think ahead to,1.9,,1.9,,
think aloud,2.3,,2.3,,
think back,2.2,,2.2,,
think back to,2.64,,2.64,,
think better of,2.0,,2.0,,
think better of it,2.0,,2.0,,
think beyond the box,1.55,,1.55,,
think big,2.2,,2.2,,
think factory,1.45,,1.45,,
think forward,1.82,,1.82,,
think highly of,2.6,,2.6,,
think much of,1.9,,1.9,,
think nothing of it,2.3,,2.3,,
think of,2.0,,2.0,,
think of as,2.12,,2.12,,
think of England,1.9,,1.9,,
think on one's feet,2.1,,2.1,,
think on your feet,1.8,,1.8,,
think out,2.09,,2.09,,
think out loud,2.2,,2.2,,
think out of the box,3.0,,3.0,,
think outside the box,2.3,,2.3,,
think outside the square,1.5,,1.5,,
think over,2.3,,2.3,,
think piece,1.9,,1.9,,
think so,2.0,,2.0,,
think straight,2.0,,2.0,,
think tank,2.7,2.7,2.2,,
think the world of,2.4,,2.4,,
think through,2.0,,2.0,,
think too much,2.36,,2.36,,
think twice,3.3,,3.3,,
think up,2.27,,2.27,,
think well of,1.8,,1.8,,
think with one's little head,2.2,,2.2,,
thinkable,1.86,1.86,,,
thinker,2.54,2.54,,,403
thinking,1.96,1.96,,,
thinking cap,2.4,,2.4,,
thinking machine,2.09,,2.09,,
thinks the sun rises and sets on him,1.4,,1.4,,
thinktank,2.63,2.63,,,
thinly,2.73,2.73,,,
thinly veiled,2.09,,2.09,,
thinner,2.7,2.7,,4.543,
thinness,2.76,2.76,,,
thinning,3.39,3.39,,,
thinning shears,4.45,,4.45,,
thioacetic acid,4.4,,4.4,,
thiobenzoic acid,3.9,,3.9,,
thionic acid,4.5,,4.5,,
thiosulfonic acid,4.0,,4.0,,
third,3.44,3.44,,3.188,
third base,3.0,,3.0,,
third baseman,3.91,,3.91,,
third class,3.0,,3.0,,
third degree,2.82,,2.82,,
third dimension,2.9,,2.9,,
third down,3.55,,3.55,,
third estate,2.0,,2.0,,
third eye,1.36,,1.36,,
third eyelid,3.3,,3.3,,
third freedom rights,3.3,,3.3,,
third gear,3.45,,3.45,,
third grade,3.0,,3.0,,
third hand,1.91,,1.91,,
third law of motion,2.8,,2.8,,
third man,2.3,,2.3,,
third party,2.5,,2.5,,
third party candidate,3.36,,3.36,,
third person,3.18,,3.18,,
